,Status,Progress,Duration (in seconds),Gender,Q20_Page Submit,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Belief questions_1,Belief questions_2,Belief questions_3,Belief questions_4,Belief questions_5,Belief questions_6,Belief questions_7,Belief questions_8,past_life_experience,out_of_body_experience,spirit_world_experience,past_life_belief,out_of_body_belief,spirit_world_belief,comb exp,CODE,age,gender,PCSscore,1handlowersubj,2handtogethersubj,3mosquitosubj,4TasteAverage,5rigidsubj,6immobilizationsubj,7musicsubj,8ballssubj,9amnesiasubj,10spaceGeoMean,10spacebarsubj1,10spacebarsubj2,4Tastesweetsubj,4Tastesoursubj
243,0,100,200,Another,118.83,0,0,3,5,3,3,4,0,0,3,0,-1,-2,-2,2,1,0,-2,-1,1,3.666666667,1.4,-1.5,0,-0.5,2.022222222,446,19,Other/prefer not to say,1.9,5,3,4,1,2,4,0,0,0,0,0,0,1,1
293,0,100,221,Woman,93.701,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0.666666667,0,-0.5,0,-1,0.222222222,197,18,Woman,1.85,4,2,3,2.5,1,3,0,0,2,1,1,1,2,3
297,0,100,211,Woman,143.951,1,2,2,3,4,4,1,3,2,3,2,1,1,0,0,1,1,2,2,1.666666667,3.666666667,2.2,1,0,1.5,2.511111111,381,18,Woman,1.85,3,4,1,1.5,5,2,0,0,2,0,5,0,2,1
327,0,100,122,Woman,55.132,4,0,1,2,3,0,0,0,0,0,2,0,-1,-2,1,-2,2,1,-2,1.666666667,1.666666667,0.4,-0.5,-0.5,-0.25,1.244444445,291,18,Woman,1.891421356,3,2,0,2.5,5,4,0,0,1,1.414213562,1,2,4,1
332,0,100,301,Woman,163.227,2,0,0,4,3,2,0,0,1,0,3,0,-1,-1,-1,-2,-2,0,-1,0.666666667,3,0.8,-0.5,-1,-1.25,1.488888889,708,19,Woman,1.85,4,3,0,1.5,2,3,0,0,1,4,4,4,0,3
355,0,100,197,Woman,104.678,0,0,0,0,0,0,3,0,0,0,0,0,1,-1,-1,1,0,0,1,0,0,0.6,0.5,-1,0.5,0.2,430,20,Woman,1.9,4,3,1,3,4,3,0,0,1,0,0,5,2,4
392,0,100,515,Woman,351,0,1,0,1,0,1,2,0,0,0,0,-1,-1,-2,0,1,-1,1,1,0.333333333,0.666666667,0.4,-1,-1,0.5,0.466666667,23,18,Woman,1.873606798,3,3,1,1.5,3,2,0,0,3,2.236067977,1,5,1,2
402,0,100,135,Woman,51.815,0,1,1,4,0,0,0,0,0,0,1,-1,-1,1,-2,-2,-2,-1,-1,0.666666667,1.333333333,0.2,-1,-0.5,-1.5,0.733333333,167,18,Woman,1.85,4,2,0,4.5,4,0,0,0,4,0,0,0,5,4
410,0,100,166,Woman,83.756,3,4,2,1,3,2,1,1,1,2,4,1,1,1,-1,1,0,1,1,3,2,1.8,1,0,0.75,2.266666667,860,19,Woman,1.85,5,3,1,1.5,4,1,0,0,3,0,0,0,0,3
414,0,100,914,Woman,623.225,4,3,1,4,0,2,0,0,0,0,2,1,-1,1,1,1,0,1,1,2.666666667,2,0.4,0,1,0.75,1.688888889,653,21,Woman,1.85,5,4,0,2.5,0,0,5,0,2,0,5,0,2,3
508,0,100,251,Woman,139.928,0,0,1,1,0,0,2,3,0,1,4,0,-1,0,1,1,0,2,1,0.333333333,0.333333333,2,-0.5,0.5,1,0.888888889,35,19,Woman,1.85,4,4,1,0.5,4,5,0,0,0,0,0,0,0,1
560,0,100,159,Woman,77.427,0,0,2,3,1,0,0,0,0,2,4,-1,-2,-2,-1,2,-2,0,-2,0.666666667,1.333333333,1.2,-1.5,-1.5,-0.5,1.066666667,192,19,Woman,1.9,5,4,0,1,3,2,0,0,4,0,5,0,1,1
599,0,100,176,Woman,109.538,4,3,4,5,0,3,1,0,0,0,0,2,1,2,0,2,1,2,2,3.666666667,2.666666667,0.2,1.5,1,1.75,2.177777778,7,19,Woman,1.9,5,4,0,0,4,5,0,0,1,0,5,0,0,0
615,0,100,260,Woman,145.067,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0.2,0.5,0,0.75,0.066666667,260,18,Woman,1.944948974,4,4,1,0,4,2,0,0,2,2.449489743,3,2,0,0
627,0,100,182,Woman,114.771,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,0.666666667,0,0.5,1,-0.25,0.222222222,347,18,Woman,1.944948974,4,4,2,0,5,0,0,0,2,2.449489743,3,2,0,0
639,0,100,125,Woman,60.466,4,2,4,4,1,2,0,0,0,0,0,1,2,-1,-2,1,0,-2,-1,3.333333333,2.333333333,0,1.5,-1.5,-0.5,1.888888889,111,18,Woman,1.85,5,5,0,1.5,5,2,0,0,0,0,0,5,2,1
661,0,100,191032,Woman,107.449,0,0,0,4,3,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,2.666666667,0.2,0.5,1,0.75,0.955555556,344,18,Woman,1.9,4,4,1,3,3,2,0,0,2,0,0,5,1,5
27,0,100,200,Woman,118.057,1,1,0,4,0,0,1,0,0,1,1,1,0,1,-1,0,1,1,2,0.666666667,1.333333333,0.6,0.5,0,1,0.866666667,581,20,Woman,1.8,3,1,3,2,4,4,0,0,1,0,4,0,3,1
61,0,100,141,Woman,73.633,5,5,2,2,1,1,0,0,0,0,0,1,-1,-1,1,0,1,-1,-1,4,1.333333333,0,0,0,-0.25,1.777777778,830,18,Woman,1.75,3,1,1,1.5,4,3,0,0,4,0,0,5,2,1
67,0,100,117,Woman,55.552,0,0,1,2,0,0,1,0,0,0,0,0,-2,-1,-1,-2,-2,-2,-2,0.333333333,0.666666667,0.2,-1,-1,-2,0.4,600,18,Woman,1.8,4,3,0,3,4,2,0,0,2,0,0,3,4,2
100,0,100,140,Woman,83.327,2,2,0,4,2,5,3,3,1,0,3,2,2,0,1,2,1,-2,-1,1.333333333,3.666666667,2,2,0.5,0,2.333333333,487,18,Woman,1.816,5,3,0,2,2,0,0,0,3,3.16,5,2,1,3
108,0,100,137,Woman,54.216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.111111111,900,19,Woman,1.75,4,1,2,0.5,4,2,0,0,4,0,5,0,0,1
125,0,100,360,Woman,145.423,0,0,0,2,0,0,0,0,1,0,2,-1,0,-1,-2,-2,-2,1,1,0,0.666666667,0.6,-0.5,-1.5,-0.5,0.422222222,785,19,Woman,1.823,2,3,4,0.5,2,1,0,0,4,1.73,3,1,1,0
127,0,100,126,Woman,65.056,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0.2,0,0,0,0.622222222,889,19,Woman,1.8,4,4,1,0,3,4,0,0,2,0,5,0,0,0
130,0,100,2486,Woman,823.415,4,4,4,4,5,4,5,4,4,3,4,1,0,1,1,2,1,1,1,4,4.333333333,4,0.5,1,1.25,4.111111111,675,21,Woman,1.8,3,2,2,3,4,3,0,0,1,0,4,0,3,3
136,0,100,174,Woman,109.162,0,2,0,2,2,0,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0.666666667,1.333333333,0.4,-2,-2,-2,0.8,855,20,Woman,1.8,5,5,0,0,5,1,0,0,2,0,0,0,0,0
174,0,100,96306,Woman,102.417,0,0,0,0,0,0,2,0,0,0,0,-1,0,-2,-2,0,0,-2,-2,0,0,0.4,-0.5,-2,-1,0.133333333,277,18,Woman,1.75,4,4,0,1.5,2,2,0,0,4,0,0,1,1,2
175,0,100,183,Woman,46.401,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-1,-2,-1,-1,1,-2,0,0,0,-2,-1.5,-0.75,0,133,18,Woman,1.8,5,5,0,1,5,2,0,0,0,0,4,0,1,1
183,0,100,225,Woman,113.921,3,1,3,5,2,0,3,0,0,0,0,1,1,1,-1,1,2,1,2,2.333333333,2.333333333,0.6,1,0,1.5,1.755555555,338,18,Woman,1.8,5,4,0,2,3,4,0,0,0,0,0,2,3,1
191,0,100,299,Woman,189.933,0,2,1,3,3,3,5,1,5,2,4,1,2,2,0,0,2,2,2,1,3,3.4,1.5,1,1.5,2.466666667,276,18,Woman,1.791421356,3,2,2,3.5,2,2,1,0,1,1.414213562,2,1,4,3
255,0,100,294,Woman,163.155,0,0,0,2,0,0,5,2,0,0,3,1,1,0,0,2,1,2,0,0,0.666666667,2,1,0,1.25,0.888888889,697,25,Woman,1.75,5,2,0,2.5,3,2,0,0,3,0,5,0,4,1
261,0,100,90,Woman,44.75,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0.4,0,0,0,0.244444444,725,18,Woman,1.8,3,2,0,1,2,3,0,5,2,0,0,0,1,1
263,0,100,194,Woman,110.48,4,5,3,0,0,0,3,3,0,3,2,1,1,-2,-2,0,-1,1,0,4,0,2.2,1,-2,0,2.066666667,186,19,Woman,1.75,4,4,1,2.5,3,3,0,0,0,0,4,0,1,4
268,0,100,347,Woman,201.892,0,0,0,2,1,0,4,0,4,1,4,-1,-2,1,0,-1,-1,1,1,0,1,2.6,-1.5,0.5,0,1.2,659,57,Woman,1.75,4,4,0,2.5,3,4,0,0,0,0,0,3,2,3
282,0,100,175,Woman,86.949,0,0,1,0,0,0,0,0,0,0,0,-2,-1,-1,-2,-1,-1,-1,-2,0.333333333,0,0,-1.5,-1.5,-1.25,0.111111111,874,18,Woman,1.8,3,4,0,2,4,3,1,0,1,0,0,0,3,1
287,0,100,278,Woman,120.357,2,4,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,0,-1,2,0.333333333,0,-1,-1,-1,0.777777778,515,19,Woman,1.8,2,3,0,5,3,0,0,0,0,5,5,5,5,5
309,0,100,393,Woman,269.346,1,0,0,2,1,0,0,1,1,0,1,1,0,-1,-1,0,0,-1,-1,0.333333333,1,0.6,0.5,-1,-0.5,0.644444444,568,18,Woman,1.8,3,4,0,1,3,3,0,0,4,0,0,4,1,1
326,0,100,178,Woman,75.526,0,0,2,5,5,5,0,0,0,0,3,0,0,1,-1,-2,-2,1,-1,0.666666667,5,0.6,0,0,-1,2.088888889,392,18,Woman,1.8,5,4,0,0,4,4,0,0,1,0,0,0,0,0
380,0,100,407,Woman,224.449,1,0,5,5,5,5,5,4,0,5,0,1,0,1,-1,2,0,1,2,2,5,2.8,0.5,0,1.25,3.266666667,842,18,Woman,1.75,5,4,0,2.5,3,3,0,0,0,0,3,0,1,4
426,0,100,187,Woman,63.778,1,1,0,4,3,3,3,3,2,2,2,0,0,0,1,1,-2,0,-1,0.666666667,3.333333333,2.4,0,0.5,-0.5,2.133333333,441,20,Woman,1.8,3,3,4,0,3,3,0,0,2,0,0,1,0,0
435,0,100,210,Man,57.627,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,-1,-1,0,0,0,0,0,-0.25,0,83,18,Man,1.8,5,5,0,0,4,3,1,0,0,0,5,0,0,0
451,0,100,199,Woman,105.983,1,0,1,2,1,0,2,1,1,0,1,1,2,-1,-1,0,0,2,1,0.666666667,1,1,1.5,-1,0.75,0.888888889,256,18,Woman,1.8,5,4,0,0,1,3,0,0,3,2,2,2,0,0
455,0,100,173,Woman,91.614,0,0,0,2,1,3,1,1,0,1,0,0,1,1,-1,1,2,1,0,0,2,0.6,0.5,0,1,0.866666667,354,18,Woman,1.75,4,3,1,0.5,4,2,0,0,3,0,0,3,1,0
460,0,100,169,Another,98.078,0,0,2,1,0,1,4,0,0,1,0,-2,-2,-2,-2,1,1,1,1,0.666666667,0.666666667,1,-2,-2,1,0.777777778,254,18,Non-binary,1.8,3,2,4,1,2,2,2,0,2,0,0,5,1,1
483,0,100,135,Woman,60.969,0,0,0,0,0,0,0,0,0,0,0,-1,0,-2,0,0,0,0,-2,0,0,0,-0.5,-1,-0.5,0,183,18,Woman,1.8,4,2,0,0,1,4,0,5,2,0,5,0,0,0
497,0,100,272,Woman,201.546,0,0,1,0,0,0,1,0,0,0,0,-1,0,-2,-2,1,1,1,0,0.333333333,0,0.2,-0.5,-2,0.75,0.177777778,84,19,Woman,1.8,4,4,1,2,2,3,0,0,2,0,3,0,2,2
528,0,100,336,Woman,215.05,2,2,3,5,5,3,3,3,2,3,3,0,0,1,0,1,1,0,0,2.333333333,4.333333333,2.8,0,0.5,0.5,3.155555555,549,18,Woman,1.8,4,5,1,0,4,3,0,0,1,0,0,4,0,0
573,0,100,173,Woman,99.443,1,0,0,3,3,3,2,1,2,0,0,-1,1,1,1,2,1,1,2,0.333333333,3,1,0,1,1.5,1.444444444,43,18,Woman,1.846410162,4,3,0,3,3,1,0,0,1,3.464101615,4,3,2,4
576,0,100,238,Woman,125.546,0,0,0,0,1,0,4,5,0,5,5,-1,-1,2,2,2,2,2,2,0,0.333333333,3.8,-1,2,2,1.377777778,894,18,Woman,1.75,3,2,1,2.5,4,2,0,0,3,0,0,0,3,2
592,0,100,224,Woman,101.072,0,0,0,1,3,0,1,4,1,0,4,0,0,0,-2,1,0,2,1,0,1.333333333,2,0,-1,1,1.111111111,65,19,Woman,1.75,5,2,2,0.5,2,3,0,0,3,0,5,0,0,1
600,0,100,461,Woman,311.045,3,2,2,5,4,3,5,2,3,3,3,1,1,2,2,1,1,2,2,2.333333333,4,3.2,1,2,1.5,3.177777778,438,20,Woman,1.75,5,4,0,1.5,3,2,0,0,2,0,0,5,1,2
604,0,100,165,Man,80.301,0,0,0,2,1,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-2,-2,0,1,0,-1,-2,-2,0.333333333,331,18,Man,1.8,4,4,1,0,4,4,0,0,1,0,4,0,0,0
612,0,100,186,Woman,120.317,5,0,0,3,3,0,0,0,3,0,0,0,-1,1,1,-1,1,1,0,1.666666667,2,0.6,-0.5,1,0.25,1.422222222,323,18,Woman,1.8,4,3,0,0,4,2,0,0,5,0,0,3,0,0
2,0,100,192,Woman,86.907,0,0,0,2,2,0,0,0,3,0,5,2,0,1,2,1,-1,2,0,0,1.333333333,1.6,1,1.5,0.5,0.977777778,583,18,Woman,1.7,3,4,0,2,3,2,0,2,1,0,4,0,4,0
10,0,100,153,Woman,53.418,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,752,18,Woman,1.7,2,3,1,2,5,4,0,0,0,0,0,1,2,2
45,0,100,50,Woman,23.011,0,2,1,3,1,2,1,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,1,2,0.2,-2,-2,-2,1.066666667,480,18,Woman,1.65,4,3,0,3.5,2,2,1,0,1,0,0,5,3,4
46,0,100,163,Another,84.912,0,0,2,3,4,1,0,0,0,0,0,1,0,-1,0,-1,1,-1,-2,0.666666667,2.666666667,0,0.5,-0.5,-0.75,1.111111111,853,19,Non-binary,1.65,4,5,0,0.5,2,2,0,0,3,0,5,0,0,1
54,0,100,128,Woman,49.578,0,0,2,0,0,0,0,0,0,0,0,-1,-2,-2,1,2,1,2,2,0.666666667,0,0,-1.5,-0.5,1.75,0.222222222,702,18,Woman,1.65,3,3,2,2.5,1,1,0,0,4,0,5,0,1,4
85,0,100,100,Woman,45.546,0,0,2,1,0,0,1,0,1,0,1,0,0,-1,0,0,-1,1,1,0.666666667,0.333333333,0.6,0,-0.5,0.25,0.533333333,539,19,Woman,1.7,4,3,1,2,2,0,0,0,3,2,1,4,2,2
89,0,100,156,Woman,92.822,0,0,2,3,2,1,4,5,5,2,3,-1,1,-2,0,2,1,2,1,0.666666667,2,3.8,0,-1,1.5,2.155555556,493,18,Woman,1.7,3,5,1,1,2,0,0,0,3,2,4,1,0,2
121,0,100,220,Woman,59.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,18,Woman,1.65,3,2,3,1.5,3,4,0,0,0,0,0,0,1,2
153,0,100,209,Man,134.846,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0.2,-1,-1,-0.75,0.066666667,836,27,Man,1.7,4,3,2,4,2,2,0,0,0,0,0,0,4,4
189,0,100,98,Woman,41.992,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,348,19,Woman,1.65,4,3,0,1.5,5,3,0,0,0,0,0,5,2,1
192,0,100,200,Another,103.34,0,0,0,2,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0.666666667,0,-2,-2,-2,0.222222222,201,19,Non-binary,1.747213596,3,1,3,3,0,0,0,0,3,4.472135955,5,4,3,3
194,0,100,224,Woman,82.627,3,2,1,1,1,1,3,0,1,1,3,1,0,-1,-1,0,-1,1,0,2,1,1.6,0.5,-1,0,1.533333333,679,18,Woman,1.7,4,3,1,2,3,3,0,0,1,0,0,4,2,2
195,0,100,353,Man,222.375,3,3,4,4,4,0,2,0,0,0,3,-1,-1,1,0,1,1,-1,-1,3.333333333,2.666666667,1,-1,0.5,0,2.333333333,224,18,Man,1.7,5,2,0,3,3,3,0,0,1,0,5,0,2,4
201,0,100,125,Woman,61.804,0,0,1,1,1,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0.333333333,1,0,0,-1,0,0.444444444,533,18,Woman,1.7,2,2,3,2,2,3,0,0,3,0,0,1,2,2
222,0,100,245,Woman,168,3,3,4,5,3,1,5,2,0,1,3,1,1,2,-1,0,0,1,0,3.333333333,3,2.2,1,0.5,0.25,2.844444444,123,27,Woman,1.7,4,4,0,1,3,2,0,0,3,0,0,3,0,2
226,0,100,269,Woman,161.75,3,1,3,2,4,0,2,0,0,0,0,1,1,1,1,-1,-1,1,0,2.333333333,2,0.4,1,1,-0.25,1.577777778,271,18,Woman,1.65,4,4,0,3.5,3,2,0,0,0,0,0,0,2,5
235,0,100,98,Woman,47.555,0,0,0,5,4,4,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,4.333333333,0,-2,-2,-2,1.444444444,324,20,Woman,1.65,4,3,0,1.5,3,3,0,0,2,0,0,5,2,1
248,0,100,50,Woman,17.952,4,4,3,2,2,3,4,4,4,3,3,1,0,1,0,1,1,2,1,3.666666667,2.333333333,3.6,0.5,0.5,1.25,3.2,720,18,Woman,1.7,4,4,1,0,4,3,0,0,1,0,0,1,0,0
279,0,100,144,Woman,76.73,0,0,0,2,2,0,3,1,0,0,0,-1,-2,-2,-1,-1,0,0,1,0,1.333333333,0.8,-1.5,-1.5,0,0.711111111,472,18,Woman,1.65,2,3,1,1.5,4,3,0,0,2,0,0,3,1,2
307,0,100,113,Woman,55.905,3,3,1,2,1,1,3,0,0,1,0,1,1,-1,-1,-1,-1,-1,1,2.333333333,1.333333333,0.8,1,-1,-0.5,1.488888889,824,18,Woman,1.65,4,3,1,1.5,3,1,2,0,1,0,0,1,1,2
323,0,100,203,Woman,113.196,0,0,1,0,0,0,3,1,0,0,0,2,1,2,1,2,1,2,1,0.333333333,0,0.8,1.5,1.5,1.5,0.377777778,303,18,Woman,1.65,5,2,0,0.5,5,3,0,0,1,0,5,0,0,1
344,0,100,113,Woman,50.907,1,0,1,0,0,0,3,3,3,0,0,0,1,1,-1,-2,0,-2,0,0.666666667,0,1.8,0.5,0,-1,0.822222222,557,18,Woman,1.7,4,2,0,1,3,2,0,0,5,0,0,0,1,1
346,0,100,155,Woman,80.993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.111111111,185,18,Woman,1.7,4,4,0,0,1,1,0,3,4,0,5,0,0,0
361,0,100,164,Woman,84.922,0,0,0,2,4,0,0,0,0,0,0,-2,-2,-1,-1,0,-2,-2,-2,0,2,0,-2,-1,-1.5,0.666666667,327,19,Woman,1.7,5,4,0,0,5,3,0,0,0,0,5,0,0,0
373,0,100,173,Woman,81.623,0,3,3,4,4,5,4,0,0,0,4,2,0,1,1,2,2,2,2,2,4.333333333,1.6,1,1,2,2.644444444,775,28,Woman,1.7,4,3,2,0,5,3,0,0,0,0,0,0,0,0
413,0,100,124,Man,53.814,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,0,0,0,-0.5,-2,-2,0,345,19,Man,1.7,2,3,0,0,4,5,0,0,3,0,5,0,0,0
438,0,100,171,Woman,97.502,1,3,1,4,4,2,4,4,2,0,1,2,2,2,1,2,2,2,2,1.666666667,3.333333333,2.2,2,1.5,2,2.4,46,18,Woman,1.723205081,5,4,0,0.5,4,1,0,0,1,1.732050808,3,1,1,0
470,0,100,293,Woman,143.059,1,0,0,2,1,0,1,0,1,0,3,0,0,0,0,1,1,1,1,0.333333333,1,1,0,0,1,0.777777778,898,18,Woman,1.7,2,4,0,3,3,2,0,0,3,0,0,4,4,2
473,0,100,171,Woman,102.147,0,0,3,2,0,2,5,2,1,0,3,1,1,0,-1,-2,2,2,2,1,1.333333333,2.2,1,-0.5,1,1.511111111,71,19,Woman,1.7,4,5,1,1,2,3,0,0,1,0,4,0,1,1
536,0,100,139,Woman,56.726,0,0,0,3,0,0,4,0,3,0,0,0,0,1,0,-1,0,1,1,0,1,1.4,0,0.5,0.25,0.8,110,19,Woman,1.741421356,4,4,0,0,3,5,0,0,0,1.414213562,2,1,0,0
550,0,100,135,Woman,53.706,0,0,0,3,2,0,0,0,1,0,0,1,1,0,0,-1,0,0,1,0,1.666666667,0.2,1,0,0,0.622222222,193,18,Woman,1.682842713,2,1,3,3,3,0,0,0,2,2.828427125,4,2,3,3
572,0,100,217,Woman,129.191,0,1,0,2,1,0,3,0,1,1,1,1,1,-1,-2,-1,-1,1,1,0.333333333,1,1.2,1,-1.5,0,0.844444444,24,18,Woman,1.7,4,4,1,2,4,2,0,0,0,0,5,0,2,2
588,0,100,139,Woman,75.086,0,0,1,4,2,1,3,0,0,1,0,0,1,1,1,2,1,2,1,0.333333333,2.333333333,0.8,0.5,1,1.5,1.155555555,330,18,Woman,1.65,3,3,1,1.5,3,4,0,0,1,0,0,0,2,1
594,0,100,200,Woman,86.362,0,0,0,2,1,0,0,0,0,0,0,-1,1,0,-2,-1,1,-1,-1,0,1,0,0,-1,-0.5,0.333333333,263,18,Woman,1.723606798,3,4,1,2,3,1,0,0,1,2.236067977,5,1,1,3
621,0,100,561,Woman,496.602,0,0,2,3,2,4,5,2,2,1,1,2,1,1,2,1,2,1,1,0.666666667,3,2.2,1.5,1.5,1.25,1.955555556,460,18,Woman,1.65,4,3,1,0.5,4,2,0,0,2,0,5,0,0,1
638,0,100,215,Woman,89.641,1,0,0,1,0,0,0,0,0,2,0,-1,-1,-2,-2,-1,-1,-1,-1,0.333333333,0.333333333,0.4,-1,-2,-1,0.355555555,266,18,Woman,1.7,3,5,2,0,4,3,0,0,0,0,5,0,0,0
640,0,100,362,Man,97.244,0,0,0,2,1,2,4,0,1,0,3,-2,-1,-1,-2,-2,0,2,-1,0,1.666666667,1.6,-1.5,-1.5,-0.25,1.088888889,22,18,Man,1.7,4,4,2,1,3,3,0,0,0,0,1,0,1,1
651,0,100,136,Woman,68.626,2,1,4,5,5,5,4,1,0,0,0,1,1,1,0,-1,-2,-2,-2,2.333333333,5,1,1,0.5,-1.75,2.777777778,635,18,Woman,1.65,4,3,1,1.5,3,3,0,0,1,0,5,0,2,1
6,0,100,143,Man,68.66,0,1,0,2,1,0,0,0,0,0,0,0,-1,-1,-1,1,-2,-2,-2,0.333333333,1,0,-0.5,-1,-1.25,0.444444444,569,19,Man,1.6,4,4,0,0,3,2,0,0,3,0,0,0,0,0
11,0,100,192,Woman,96.909,0,0,0,1,1,0,2,0,0,1,0,0,1,-1,0,0,1,1,0,0,0.666666667,0.6,0.5,-0.5,0.5,0.422222222,508,19,Woman,1.55,4,3,1,0.5,4,2,0,0,1,0,0,5,0,1
40,0,100,241,Woman,153.986,0,0,0,2,0,0,0,0,0,0,1,0,0,1,-1,1,1,1,0,0,0.666666667,0.2,0,0,0.75,0.288888889,510,19,Woman,1.6,3,3,0,1,2,3,0,0,4,0,0,0,0,2
60,0,100,133,Woman,61.239,0,0,0,1,0,0,4,4,3,2,3,1,2,-1,0,2,-2,2,2,0,0.333333333,3.2,1.5,-0.5,1,1.177777778,763,19,Woman,1.6,5,5,0,0,4,2,0,0,0,0,0,0,0,0
134,0,100,225,Woman,122.601,1,1,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-1,0,1,0,0.666666667,0,0,0.5,-2,0,0.222222222,738,18,Woman,1.6,4,4,0,0,2,1,0,0,5,0,3,0,0,0
202,0,100,99,Woman,45.02,0,0,0,0,0,0,1,0,0,0,0,-2,-2,-2,-2,2,-2,-2,1,0,0,0.2,-2,-2,-0.25,0.066666667,187,18,Woman,1.55,4,1,0,3.5,3,4,0,0,0,0,5,0,4,3
256,0,100,154,Woman,77.389,0,0,3,3,0,0,4,0,0,0,4,0,0,-2,-2,0,0,1,1,1,1,1.6,0,-2,0.5,1.2,612,21,Woman,1.595,2,2,3,0.5,2,2,1,0,1,2.45,2,3,0,1
270,0,100,175,Woman,109.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,1,0.333333333,0,0,0.5,-0.5,0.75,0.111111111,620,18,Woman,1.624,3,1,0,2,3,2,0,0,3,2.24,1,5,2,2
324,0,100,271,Woman,157.301,1,1,0,2,1,0,0,0,1,0,1,1,-1,-1,0,-1,-1,-1,-1,0.666666667,1,0.4,0,-0.5,-1,0.688888889,416,19,Woman,1.641421356,4,5,1,0,3,2,0,0,0,1.414213562,2,1,0,0
370,0,100,85713,Woman,147.13,5,4,4,2,1,0,0,0,0,0,2,2,0,0,1,-1,0,1,1,4.333333333,1,0.4,1,0.5,0.25,1.911111111,105,18,Woman,1.6,4,2,0,1,4,1,2,0,2,0,5,0,2,0
377,0,100,137,Man,90.53,2,2,1,5,5,5,4,1,2,0,3,-1,-1,2,2,2,2,0,0,1.666666667,5,2,-1,2,1,2.888888889,517,20,Man,1.55,5,2,0,1.5,3,1,3,0,0,0,0,5,3,0
385,0,100,302,Woman,246.703,1,1,4,5,2,1,1,1,1,0,0,2,2,1,0,2,2,2,2,2,2.666666667,0.6,2,0.5,2,1.755555556,195,24,Woman,1.55,2,4,3,1.5,1,3,0,0,1,0,5,0,2,1
394,0,100,284,Woman,105.836,0,0,0,0,0,0,2,3,0,0,0,-2,0,-2,-2,0,-2,0,-1,0,0,1,-1,-2,-0.75,0.333333333,733,18,Woman,1.6,4,2,1,2,3,4,0,0,0,0,4,0,2,2
417,0,100,126,Another,63.585,0,0,0,4,2,3,0,0,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,0,3,0,-2,-2,-1.5,1,630,19,Woman,1.6,5,5,0,2,1,0,0,0,3,0,0,0,1,3
427,0,100,144,Man,60.148,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0.75,0.333333333,70,18,Other/prefer not to say,1.55,5,3,3,2.5,0,0,0,0,2,0,5,0,0,5
454,0,100,288,Woman,153.321,0,1,2,0,0,0,4,1,0,0,4,0,2,1,-1,1,0,2,1,1,0,1.8,1,0,1,0.933333333,309,19,Woman,1.55,3,4,0,0.5,3,2,3,0,0,0,0,5,1,0
464,0,100,133,Woman,64.548,2,1,0,1,1,1,2,1,2,1,0,-1,1,1,-2,1,-2,1,1,1,1,1.2,0,-0.5,0.25,1.066666667,128,18,Woman,1.6,4,2,1,2,4,1,0,0,2,0,3,0,3,1
482,0,100,134,Woman,75.475,0,0,1,3,3,1,2,1,0,0,4,-2,2,-2,-2,0,0,1,-1,0.333333333,2.333333333,1.4,0,-2,0,1.355555555,176,21,Woman,1.6,4,3,0,0,4,2,0,0,3,0,5,0,0,0
