,Progress,Duration (in seconds),Finished,Q3,Q49,Q4,Q5,Q6,Q14_Page Submit,Flow questionnaire 1_1,Flow questionnaire 1_2,Flow questionnaire 1_3,Flow questionnaire 1_4,Flow questionnaire 1_5,Flow questionnaire 1_6,Flow questionnaire 1_7,Flow questionnaire 1_8,Flow questionnaire 1_9,Flow questionnaire 1_10,Flow questionnaire 2_1,Flow questionnaire 2_2,Flow questionnaire 2_3,Flow questionnaire 2_4,Flow questionnaire 2_5,Flow questionnaire 2_6,Flow questionnaire 2_7,Flow questionnaire 2_8,Flow questionnaire 2_9,Flow questionnaire 2_10,Flow questionnaire 3_1,Flow questionnaire 3_2,Flow questionnaire 3_3,Flow questionnaire 3_4,Flow questionnaire 3_5,Flow questionnaire 3_6,Flow questionnaire 3_7,Flow questionnaire 3_8,Flow questionnaire 3_9,Flow questionnaire 3_10,Flow_vacuuming,Flow_essay_writing,Flow_exercise,Flow_combined,CODE,age,gender,PCSscore,1handlowersubj,2handtogethersubj,3mosquitosubj,4TasteAverage,5rigidsubj,6immobilizationsubj,7musicsubj,8ballssubj,9amnesiasubj,10spaceGeoMean,10spacebarsubj1,10spacebarsubj2,4Tastesweetsubj,4Tastesoursubj
566,100,201,1,1,1,1,31,Man,173.449,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,346,31,Man,2.091421356,2,4,1,3.5,3,3,0,3,0,1.414213562,2,1,4,3
614,100,171,1,1,1,1,18,Woman,152.727,3,1,2,4,4,4,2,0,2,3,2,2,3,4,2,2,1,3,2,1,1,1,1,4,2,2,4,0,2,1,2.5,2.2,1.8,2.166666667,347,18,Woman,1.944948974,4,4,2,0,5,0,0,0,2,2.449489743,3,2,0,0
168,100,172,1,1,1,1,18,Woman,128.28,2,0,5,5,4,3,5,2,4,5,4,3,3,3,3,3,4,2,3,3,4,3,4,4,4,4,5,3,5,5,3.5,3.1,4.1,3.566666667,349,18,Woman,1.5,4,2,0,0,3,4,0,0,2,0,0,5,0,0
80,100,176,1,1,1,1,18,Man,109.567,4,4,5,3,5,5,4,1,3,3,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,3.7,4.6,4.6,4.3,350,18,Man,2.3,4,4,1,1,2,3,0,0,3,5,5,5,0,2
472,100,52,1,1,1,1,20,Woman,32.537,5,4,4,3,3,3,2,4,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,4,4,4,4,4,3.2,3,3.3,3.166666667,352,20,Woman,1.2,4,1,4,1,0,2,0,0,0,0,0,4,2,0
326,100,301,1,1,1,1,18,Woman,272.904,1,1,1,4,3,2,3,3,3,3,2,1,1,4,2,4,4,3,3,3,4,2,3,3,2,3,4,4,2,3,2.4,2.7,3,2.7,355,18,Woman,1.05,2,1,0,0.5,2,0,0,5,0,0,0,5,1,0
359,100,76,1,1,1,1,19,Woman,58.449,3,3,3,3,3,3,4,1,3,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,4,0,2,4,2.8,2,2.8,2.533333333,357,19,Woman,2.35,4,4,3,3.5,4,3,0,0,2,0,4,0,5,2
439,100,110,1,1,1,1,20,Man,80.697,0,0,0,0,5,0,0,0,0,0,2,0,1,1,3,1,1,2,1,2,3,3,3,3,1,2,3,1,3,2,0.5,1.4,2.4,1.433333333,360,19,Man,0.4,2,0,0,1,1,0,0,0,0,0,0,0,1,1
152,100,133,1,1,1,1,19,Woman,105.241,0,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,0,0,2,2,2,2,4,4,4,4,1,2,4,0.1,1.6,2.9,1.533333333,361,19,Woman,2.2,4,3,3,2,5,4,0,0,1,0,5,0,0,4
508,100,275,1,1,1,1,19,Woman,159.156,4,3,5,4,5,4,4,2,3,5,3,3,3,3,3,3,3,4,3,3,5,5,5,5,5,5,5,5,5,5,3.9,3.1,5,4,363,19,Woman,1.582842713,2,2,0,3,3,1,0,0,2,2.828427125,4,2,4,2
425,100,115,1,1,1,1,20,Woman,90.05,5,5,5,5,5,5,3,3,5,5,3,3,3,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,4.6,4.1,5,4.566666667,364,20,Woman,2.6,5,5,0,3,5,4,0,0,1,3,3,3,2,4
484,100,160,1,1,1,1,20,Man,126.797,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0.3,0.1,0.133333333,367,20,Man,1.1,3,2,0,2,1,2,0,0,0,1,1,1,3,1
621,100,224,1,1,1,1,22,Woman,182.066,5,4,4,4,5,4,5,3,5,5,4,4,4,4,4,4,4,2,3,4,4,4,3,4,3,4,4,2,3,3,4.4,3.7,3.4,3.833333333,369,22,Woman,2.466227766,5,4,1,0.5,4,3,0,0,4,3.16227766,5,2,0,1
251,100,186,1,1,1,1,19,Woman,141.853,4,1,4,3,3,3,4,1,3,2,3,2,2,2,1,3,3,1,2,2,3,3,4,4,4,5,4,1,4,4,2.8,2.1,3.6,2.833333333,370,19,Woman,1.2,3,3,1,0,3,1,1,0,0,0,0,0,0,0
507,100,134,1,1,1,1,23,Man,115.149,3,2,3,4,5,5,2,0,2,3,4,5,5,5,5,5,4,1,4,5,5,4,5,5,3,4,5,1,4,3,2.9,4.3,3.9,3.7,371,23,Man,2,4,4,2,1,5,3,0,0,1,0,5,0,0,2
112,100,148,1,1,1,1,19,Woman,118.172,3,3,3,3,4,3,3,4,3,3,4,4,4,5,5,4,4,5,5,4,2,2,3,2,3,2,2,1,2,3,3.2,4.4,2.2,3.266666667,372,19,Woman,1.95,2,4,1,2.5,5,3,1,0,1,0,5,0,2,3
327,100,183,1,1,1,1,18,Woman,137.19,3,1,2,2,4,1,0,0,1,0,4,3,3,3,4,5,3,1,3,2,4,3,4,5,5,5,4,2,4,1,1.4,3.1,3.7,2.733333333,374,18,Woman,1.95,5,3,0,1.5,4,3,0,0,3,0,0,3,0,3
144,100,157,1,1,1,1,19,Man,118.212,1,3,2,2,3,3,4,1,3,1,4,3,3,4,4,4,3,4,3,4,4,4,4,3,3,4,4,2,2,3,2.3,3.6,3.3,3.066666667,377,19,Man,1.75,4,1,2,3.5,2,5,0,0,0,0,0,5,3,4
489,100,188,1,1,1,1,19,Woman,113.247,2,1,3,4,4,3,3,2,3,1,2,1,2,1,1,2,1,3,2,2,3,2,2,4,4,3,4,3,4,3,2.6,1.7,3.2,2.5,378,19,Non-binary,2.1,4,5,1,0,4,3,0,0,4,0,5,0,0,0
111,100,112,1,1,1,1,18,Other,87.883,0,0,0,2,4,0,0,0,0,4,5,5,5,5,3,2,4,5,1,4,0,0,0,0,0,0,0,0,0,0,1,3.9,0,1.633333333,379,18,Non-binary,1.223606798,0,5,0,0,1,2,0,0,2,2.236067977,5,1,0,0
221,100,81,1,1,1,1,18,Woman,64.888,4,3,5,5,4,4,5,3,3,4,3,3,3,4,3,3,3,2,3,3,5,4,5,5,5,4,4,4,4,5,4,3,4.5,3.833333333,385,18,Woman,3.273606798,5,4,2,3.5,4,5,2,1,4,2.236067977,5,1,4,3
554,100,66,1,1,1,1,19,Man,42.864,2,2,1,2,3,2,3,2,3,3,3,2,3,2,3,2,3,4,2,3,2,3,2,3,3,4,2,2,3,3,2.3,2.7,2.7,2.566666667,386,19,Man,0.6,0,0,0,0,3,1,0,0,2,0,0,0,0,0
597,100,218,1,1,1,1,18,Woman,186.559,5,5,5,5,5,4,5,3,4,4,3,1,4,5,4,3,4,1,1,2,4,4,4,5,5,5,4,2,3,2,4.5,2.8,3.8,3.7,388,18,Woman,2.096410162,3,5,2,2.5,5,0,0,0,0,3.464101615,3,4,3,2
460,100,140,1,1,1,1,18,Other,105.371,0,0,4,0,4,1,1,0,0,3,2,1,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,3,3,4,1.3,3.3,3.7,2.766666667,390,18,Non-binary,1.45,3,4,1,0.5,2,1,0,0,3,0,5,0,0,1
540,100,123,1,1,1,1,19,Woman,102.982,3,1,4,3,5,4,4,0,3,1,5,5,5,5,3,5,5,3,5,5,3,1,1,1,1,1,1,1,1,1,2.8,4.6,1.2,2.866666667,391,19,Woman,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
246,100,126,1,1,1,1,18,Woman,75.828,5,5,5,5,5,5,5,5,5,5,4,3,4,4,2,5,5,2,4,4,5,5,5,5,5,5,5,5,5,5,5,3.7,5,4.566666667,392,18,Woman,1.8,5,4,0,0,4,4,0,0,1,0,0,0,0,0
253,100,193,1,1,1,1,18,Woman,138.41,2,2,2,4,2,1,3,1,2,3,4,4,3,4,1,3,4,2,3,5,1,2,1,2,3,2,2,2,1,1,2.2,3.3,1.7,2.4,395,18,Woman,2.5,4,3,2,2,5,2,0,0,3,4,4,4,1,3
533,100,114,1,1,1,1,18,Woman,85.003,2,1,1,1,1,1,2,1,1,1,4,3,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,1.2,3.8,5,3.333333333,396,18,Woman,2.191421356,3,5,1,3.5,3,1,0,1,3,1.414213562,2,1,3,4
213,100,359,1,1,1,1,18,Woman,291.067,1,0,0,0,2,0,0,0,0,1,3,4,4,4,2,4,5,0,2,5,4,1,5,5,1,3,1,2,1,4,0.4,3.3,2.7,2.133333333,397,18,Woman,1.4,3,1,1,4,3,2,0,0,0,0,4,0,3,5
147,100,174,1,1,1,1,18,Woman,132.767,0,0,3,5,0,0,2,0,4,4,0,5,5,5,0,5,5,3,5,5,3,5,4,5,0,3,3,5,3,5,1.8,3.8,3.6,3.066666667,398,18,Woman,2.05,4,4,1,0.5,5,3,0,0,3,0,5,0,0,1
104,100,283,1,1,1,1,18,Woman,181.537,5,4,5,5,4,4,5,3,5,5,4,3,4,5,3,4,4,2,5,3,4,3,4,5,4,4,4,3,5,4,4.5,3.7,4,4.066666667,403,18,Woman,2.15,3,1,4,2.5,0,2,4,5,0,0,0,4,3,2
480,100,200,1,1,1,1,18,Woman,171.558,4,3,4,4,4,4,4,4,3,4,0,1,1,0,0,1,1,0,1,0,5,5,5,4,5,5,5,5,5,5,3.8,0.5,4.9,3.066666667,407,18,Woman,1.25,1,2,0,2.5,3,2,0,0,2,0,0,0,3,2
204,100,124,1,1,1,1,20,Woman,93.906,4,3,3,4,3,4,4,2,4,4,3,3,2,3,2,3,3,1,2,2,4,2,3,4,4,4,4,3,4,4,3.5,2.4,3.6,3.166666667,408,19,Woman,2.15,5,5,0,3.5,4,2,1,0,1,0,0,4,3,4
126,100,164,1,1,1,1,18,Woman,130.911,3,1,3,3,3,2,2,2,2,1,3,2,3,4,3,3,4,3,4,3,3,2,3,3,3,2,3,2,3,2,2.2,3.2,2.6,2.666666667,409,18,Woman,2.294948974,3,4,3,1.5,3,3,1,0,2,2.449489743,3,2,1,2
582,100,130,1,1,1,1,18,Woman,97.333,4,4,4,4,4,4,4,5,5,5,2,1,5,2,2,5,3,5,0,0,5,5,5,5,5,5,5,5,5,5,4.3,2.5,5,3.933333333,412,18,Woman,2.85,4,3,5,2.5,4,5,0,0,5,0,0,0,3,2
534,100,135,1,1,1,1,18,Man,103.761,5,3,4,4,4,4,3,1,2,4,4,3,4,3,4,4,2,2,3,5,5,5,5,5,5,5,5,5,5,5,3.4,3.4,5,3.933333333,413,18,Man,1.6,4,1,2,0,4,2,0,0,3,0,0,0,0,0
339,100,74,1,1,1,1,20,Woman,47.457,4,4,4,4,3,3,3,2,4,4,3,3,3,2,2,4,4,4,3,4,5,5,5,5,4,5,4,4,4,4,3.5,3.2,4.5,3.733333333,414,20,Woman,1.85,5,2,0,3.5,4,3,0,0,1,0,5,0,3,4
338,100,247,1,1,1,1,20,Woman,213.408,3,3,4,4,4,4,4,2,4,4,3,4,3,3,3,3,4,4,3,3,5,5,5,4,4,4,5,5,5,5,3.6,3.3,4.7,3.866666667,414,20,Woman,1.85,5,2,0,3.5,4,3,0,0,1,0,5,0,3,4
242,100,168,1,1,1,1,19,Woman,113.7,2,0,4,4,4,4,3,0,2,4,1,3,3,2,1,2,1,0,1,2,3,3,3,4,2,2,4,1,2,3,2.7,1.6,2.7,2.333333333,416,19,Woman,1.641421356,4,5,1,0,3,2,0,0,0,1.414213562,2,1,0,0
656,100,188,1,1,1,1,18,Woman,130.767,1,1,3,3,2,1,3,0,1,1,1,2,2,4,3,3,2,0,3,2,3,1,3,3,2,3,3,0,3,1,1.6,2.2,2.2,2,419,18,Woman,2,4,5,1,0,4,3,2,0,1,0,4,0,0,0
170,100,88,1,1,1,1,18,Woman,64.267,3,1,1,1,1,1,2,0,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1.5,3.9,4,3.133333333,420,18,Woman,1.3,3,4,0,0,1,5,0,0,0,0,0,5,0,0
470,100,98,1,1,1,1,18,Other,75.487,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,3,3,3,3,4.7,5,3.5,4.4,426,18,Other/prefer not to say,2.3,5,0,5,4,5,4,0,0,0,0,5,0,4,4
125,100,186,1,1,1,1,20,Man,136.973,2,0,0,0,3,1,1,0,1,0,4,3,4,5,4,4,5,2,4,4,5,5,5,5,5,5,5,4,5,5,0.8,3.9,4.9,3.2,428,20,Man,2,4,4,3,1,3,2,0,3,0,0,2,0,1,1
128,100,166,1,1,1,1,19,Woman,138.503,3,3,4,4,4,4,2,2,4,5,3,2,2,3,1,4,1,2,1,3,4,3,4,5,5,5,5,5,3,4,3.5,2.2,4.3,3.333333333,431,19,Woman,1.6,3,5,1,1,4,1,0,0,1,0,4,0,2,0
129,100,106,1,1,1,1,19,Woman,81.538,2,3,2,4,4,3,4,2,4,5,3,2,3,3,2,4,3,1,3,4,4,3,4,4,3,5,3,5,4,4,3.3,2.8,3.9,3.333333333,431,19,Woman,1.6,3,5,1,1,4,1,0,0,1,0,4,0,2,0
244,100,96,1,1,1,1,18,Woman,80.728,3,3,3,2,5,3,4,0,3,2,4,3,4,3,3,3,4,3,3,2,4,4,4,5,4,4,4,4,4,4,2.8,3.2,4.1,3.366666667,432,18,Woman,2.15,3,4,2,4.5,3,3,0,0,2,0,5,0,5,4
368,100,292,1,1,1,1,19,Man,257.955,0,1,2,2,3,3,1,0,2,1,2,4,3,3,2,3,2,1,1,3,5,5,5,5,5,5,5,2,5,3,1.5,2.4,4.5,2.8,435,19,Man,1.4,4,3,0,1,3,2,0,0,1,0,2,0,1,1
578,100,250,1,1,1,1,20,Woman,231.37,3,3,3,2,2,3,2,1,1,1,2,2,2,2,2,2,2,3,1,3,5,4,5,5,5,5,5,5,5,5,2.1,2.1,4.9,3.033333333,438,20,Woman,1.75,5,4,0,1.5,3,2,0,0,2,0,0,5,1,2
361,100,404,1,1,1,1,20,Woman,218.923,3,3,3,3,3,3,3,3,3,3,4,2,3,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1.6,1,1.866666667,441,20,Woman,1.8,3,3,4,0,3,3,0,0,2,0,0,1,0,0
438,100,187,1,1,1,1,19,Man,110.567,4,3,4,4,4,4,4,1,3,3,4,3,4,3,3,4,4,1,3,3,5,4,5,5,5,5,4,5,5,4,3.4,3.2,4.7,3.766666667,443,19,Man,2.45,5,5,3,1.5,4,5,0,0,1,0,1,0,1,2
616,100,98,1,1,1,1,20,Woman,81.103,2,1,2,3,3,3,2,0,1,2,2,4,4,4,4,4,4,1,3,1,2,2,3,2,2,3,4,1,4,2,1.9,3.1,2.5,2.5,445,19,Woman,2.045,3,4,0,1,4,3,0,0,3,2.45,2,3,1,1
236,100,283,1,1,1,1,19,Woman,94.782,1,1,1,1,1,1,1,0,0,4,1,1,4,4,3,3,1,0,3,2,3,4,4,4,5,4,3,1,3,4,1.1,2.2,3.5,2.266666667,448,18,Woman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,100,151,1,1,1,1,18,Man,118.606,1,0,2,1,2,1,1,0,0,0,3,1,2,2,3,2,2,3,1,2,4,4,5,4,3,4,4,3,4,4,0.8,2.1,3.9,2.266666667,453,18,Man,1.25,3,2,1,0.5,2,3,0,0,0,1,1,1,0,1
146,100,121,1,1,1,1,19,Woman,92.093,4,2,2,3,3,2,3,1,3,2,3,1,3,4,3,4,3,4,3,4,4,3,3,4,4,4,4,3,4,3,2.5,3.2,3.6,3.1,454,18,Woman,2.25,5,4,2,2.5,5,3,0,0,1,0,0,5,2,3
138,100,104,1,1,1,1,19,Woman,86.448,5,3,4,4,5,4,4,3,4,3,4,2,2,5,5,4,3,2,3,1,3,2,3,4,3,3,4,4,4,3,3.9,3.1,3.3,3.433333333,457,18,Woman,2.046,5,3,1,0,4,3,0,0,1,3.46,4,3,0,0
63,100,183,1,1,1,1,18,Woman,73.629,1,1,1,3,3,3,4,1,2,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,2.2,2.9,4,3.033333333,458,18,Woman,3.024,5,2,5,4,4,4,0,0,4,2.24,5,1,3,5
490,100,238,1,1,1,1,19,Woman,159.475,1,1,1,1,3,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1.3,1,1.3,1.2,461,18,Woman,1.65,3,2,3,1.5,3,4,0,0,0,0,0,0,1,2
4,100,148,1,1,1,1,21,Woman,108.997,2,2,4,2,5,4,4,1,4,3,4,4,5,4,4,5,4,2,4,4,5,5,5,5,5,5,5,5,5,5,3.1,4,5,4.033333333,470,20,Woman,1.25,1,3,2,0.5,3,2,0,0,1,0,4,0,1,0
538,100,153,1,1,1,1,19,Other,121.154,1,2,3,3,3,2,3,0,3,2,2,1,2,3,2,1,2,0,1,1,2,2,3,2,3,3,1,1,2,2,2.2,1.5,2.1,1.933333333,475,18,Non-binary,2,5,4,2,3,3,2,0,0,1,0,5,0,2,4
177,100,91,1,1,1,1,20,Woman,70.371,3,3,3,4,4,3,4,3,4,2,4,4,4,2,2,2,4,1,3,3,1,2,3,3,1,3,4,2,3,2,3.3,2.9,2.4,2.866666667,478,19,Woman,1.95,2,5,0,2.5,5,3,0,0,2,0,0,2,1,4
350,100,105,1,1,1,1,19,Woman,76.056,3,1,4,3,4,2,4,1,2,4,4,2,3,5,4,4,3,5,4,5,3,4,5,5,5,4,5,4,2,3,2.8,3.9,4,3.566666667,479,18,Woman,1.05,4,1,0,1.5,2,2,0,0,0,0,4,0,3,0
237,100,100,1,1,1,1,19,Woman,73.728,5,3,5,5,5,5,5,2,3,4,3,3,4,4,1,4,3,0,1,2,5,5,5,5,5,5,5,3,4,4,4.2,2.5,4.6,3.766666667,482,18,Woman,1.4,4,3,0,0,2,0,0,0,5,0,0,5,0,0
637,100,191,1,1,1,1,19,Woman,129.935,1,0,2,1,1,0,0,0,0,1,3,0,4,4,1,4,3,0,0,4,4,0,4,4,3,4,3,0,0,4,0.6,2.3,2.6,1.833333333,485,18,Woman,1.55,3,3,0,1.5,3,2,0,0,3,0,4,0,1,2
217,100,106,1,1,1,1,19,Woman,85.445,3,2,3,2,4,3,3,1,2,2,3,3,3,4,4,3,3,2,3,3,0,0,1,1,1,1,2,1,1,1,2.5,3.1,0.9,2.166666667,486,18,Woman,2.597,5,3,3,1.5,3,4,0,0,2,4.47,5,4,1,2
73,100,129,1,1,1,1,19,Woman,100.047,2,1,0,3,3,3,3,5,2,2,1,2,0,2,1,1,2,0,1,1,3,3,4,4,4,4,3,5,2,2,2.4,1.1,3.4,2.3,489,18,Woman,2.283,3,2,1,3,4,3,1,0,3,2.83,4,2,3,3
398,100,174,1,1,1,1,19,Woman,133.969,3,1,3,4,4,4,4,1,3,4,3,3,3,4,3,3,4,1,3,4,3,2,3,4,3,3,4,2,4,4,3.1,3.1,3.2,3.133333333,490,18,Woman,0.65,4,1,0,0.5,1,0,0,0,0,0,5,0,1,0
358,100,180,1,1,1,1,19,Woman,149.696,3,2,1,3,3,2,4,1,5,3,5,4,3,4,2,2,3,3,5,3,3,2,1,3,2,4,3,4,3,2,2.7,3.4,2.7,2.933333333,493,18,Woman,1.7,3,5,1,1,2,0,0,0,3,2,4,1,0,2
148,100,88,1,1,1,1,22,Man,69.499,2,3,4,4,4,3,3,2,3,4,3,2,4,4,4,3,3,4,4,4,2,3,4,3,2,2,3,4,2,5,3.2,3.5,3,3.233333333,494,21,Man,2.1,5,2,3,3,4,3,0,0,1,0,0,5,2,4
14,100,151,1,1,1,1,20,Woman,128.265,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,4,0,0,4,4,4,0,4,0,0,0,0,2.2,1.6,1.266666667,496,20,Woman,2.6,5,5,1,1,5,5,4,0,0,0,5,0,0,2
328,100,100,1,1,1,1,21,Woman,80.082,5,5,3,5,5,5,5,3,5,5,3,2,1,3,1,3,2,4,3,2,4,4,4,5,5,4,5,4,5,4,4.6,2.4,4.4,3.8,497,20,Woman,2.5,3,5,2,2,4,4,0,0,3,2,1,4,3,1
34,100,204,1,1,1,1,19,Man,178.982,2,1,3,1,4,2,1,1,2,3,5,4,3,4,3,2,3,3,3,4,5,5,4,4,4,4,4,3,4,4,2,3.4,4.1,3.166666667,498,18,Man,0.75,1,2,0,2.5,0,1,0,0,1,0,5,0,2,3
481,100,51,1,1,1,1,19,Woman,34.561,3,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,2.2,3,2.7,2.633333333,503,18,Woman,2.347,4,1,0,3,4,3,0,0,4,4.47,5,4,3,3
389,100,182,1,1,1,1,19,Woman,138.801,1,0,2,2,1,1,2,0,2,1,3,2,3,4,2,3,4,0,3,3,4,0,3,4,3,4,4,0,4,4,1.2,2.7,3,2.3,506,18,Woman,1.85,3,3,1,0.5,4,4,0,0,3,0,0,5,0,1
136,100,163,1,1,1,1,19,Woman,137.073,2,2,3,4,4,3,4,3,3,4,1,2,2,3,2,3,3,1,3,3,3,2,4,4,3,4,3,4,4,4,3.2,2.3,3.5,3,507,18,Woman,1.5,4,4,1,0,3,3,0,0,0,0,5,0,0,0
106,100,96,1,1,1,1,20,Woman,72.29,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,1,2,2,2,2,4,3,2,3,3,2,2,2,2,2,1,1.9,2.5,1.8,508,19,Woman,1.55,4,3,1,0.5,4,2,0,0,1,0,0,5,0,1
35,100,240,1,1,1,1,19,Woman,210.774,3,1,3,3,4,2,2,1,3,2,3,4,4,4,2,4,3,3,4,4,4,4,4,4,3,4,2,2,4,3,2.4,3.5,3.4,3.1,511,18,Woman,1.95,4,5,3,2.5,4,1,0,0,0,0,5,0,2,3
430,100,179,1,1,1,1,20,Woman,146.975,2,1,3,4,4,3,4,0,2,2,3,3,3,4,3,2,4,1,2,2,4,4,3,4,4,4,3,1,2,4,2.5,2.7,3.3,2.833333333,512,18,Woman,0.7,2,1,1,2,1,0,0,0,0,0,0,2,2,2
304,100,116,1,1,1,1,19,Man,87.418,4,4,5,2,5,3,2,0,1,2,4,3,4,3,4,5,4,5,3,3,4,5,4,5,5,5,5,3,4,4,2.8,3.8,4.4,3.666666667,516,18,Man,2.3,5,5,0,2,3,5,0,0,3,0,0,0,1,3
539,100,166,1,1,1,1,20,Woman,127.959,3,2,2,2,3,3,3,1,3,3,2,5,3,5,5,3,5,3,5,3,3,2,3,3,3,3,3,2,3,2,2.5,3.9,2.7,3.033333333,518,19,Woman,2.474,2,5,4,2.5,4,1,0,0,4,2.24,5,1,1,4
279,100,136,1,1,1,1,19,Woman,116.328,0,0,2,1,0,0,0,0,0,0,2,0,4,4,2,4,1,0,4,3,0,0,1,1,0,0,0,5,0,3,0.3,2.4,1,1.233333333,519,18,Woman,2.15,5,2,1,1.5,4,3,0,5,0,0,4,0,2,1
142,100,68,1,1,1,1,25,Man,51.216,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,3.1,4,5,4.033333333,524,24,Man,0.8,2,0,0,0,1,0,1,0,4,0,0,0,0,0
215,100,147,1,1,1,1,19,Woman,113.45,3,2,4,3,4,4,4,1,4,4,3,4,3,4,4,4,5,2,4,4,5,4,4,5,4,5,4,3,4,4,3.3,3.7,4.2,3.733333333,525,18,Woman,2.25,4,4,2,3.5,2,3,0,0,4,0,5,0,3,4
7,100,130,1,1,1,1,18,Woman,100.468,3,1,2,2,1,2,1,0,1,4,2,2,3,3,5,2,3,3,1,3,4,4,5,5,5,5,5,5,5,5,1.7,2.7,4.8,3.066666667,526,18,Woman,2.5,4,3,4,3,4,3,0,0,4,0,5,0,1,5
46,100,85,1,1,1,1,19,Woman,58.816,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1.2,1.9,1,1.366666667,527,18,Woman,2.95,5,5,4,4.5,4,5,2,0,0,0,5,0,5,4
26,100,105,1,1,1,1,22,Man,87.931,3,1,4,4,2,3,4,1,4,4,4,2,3,4,2,4,4,1,4,3,2,1,2,4,2,2,1,2,3,3,3,3.1,2.2,2.766666667,528,21,Other/prefer not to say,2.697,5,4,1,2.5,5,3,0,0,2,4.47,5,4,1,4
552,100,91,1,1,1,1,21,Man,68.805,1,0,1,0,1,1,0,2,0,0,5,3,5,4,2,2,4,5,4,4,3,2,3,4,3,4,4,5,3,4,0.6,3.8,3.5,2.633333333,529,20,Man,2.65,4,5,3,0.5,5,4,1,0,4,0,3,0,1,0
248,100,161,1,1,1,1,19,Woman,139.664,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,1,1,0.666666667,530,18,Woman,0.6,4,0,0,0,1,1,0,0,0,0,4,0,0,0
567,100,85,1,1,1,1,23,Woman,60.077,2,2,4,3,3,4,3,4,4,1,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,3,5,4,4,4,3,5,4,4,534,22,Woman,2.273,4,5,3,3,2,4,0,0,0,1.73,3,1,1,5
500,100,152,1,1,1,1,21,Woman,116.967,2,2,1,1,3,2,3,0,2,1,2,1,2,3,3,2,2,2,1,2,3,2,3,3,3,3,2,3,2,2,1.7,2,2.6,2.1,537,20,Woman,0.65,2,1,0,0.5,0,0,0,0,3,0,0,0,0,1
465,100,108,1,1,1,1,19,Woman,80.828,5,5,5,5,5,5,5,1,5,5,3,2,3,3,1,3,2,1,3,3,5,5,5,5,5,5,5,5,5,5,4.6,2.4,5,4,538,18,Woman,2.224,4,3,2,1,5,5,0,0,0,2.24,5,1,1,1
42,100,225,1,1,1,1,19,Woman,168.721,3,2,4,4,4,3,3,0,2,3,4,3,4,4,4,4,4,1,4,3,3,3,3,3,3,3,4,1,3,2,2.8,3.5,2.8,3.033333333,543,18,Woman,1.8,5,3,0,1,3,4,0,0,2,0,0,2,1,1
33,100,147,1,1,1,1,18,Woman,127.28,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,4,3,4,4,4,3,4,4,3,3,2,4,3,4,3.3,3.4,3.4,3.366666667,552,18,Woman,2.55,4,5,3,0.5,4,4,0,0,3,2,1,4,1,0
309,100,212,1,1,1,1,20,Woman,177.527,4,4,4,4,4,4,4,2,4,4,2,2,1,1,1,1,3,1,1,1,5,5,5,5,5,5,4,3,5,3,3.8,1.4,4.5,3.233333333,553,19,Woman,2,3,5,3,3,4,2,0,0,0,0,5,0,2,4
372,100,583,1,1,1,1,20,Prefer not to say,415.765,5,2,5,1,4,2,1,0,1,5,3,0,2,0,0,3,1,3,0,2,5,4,4,3,3,3,4,1,2,3,2.6,1.4,3.2,2.4,554,19,Man,0.3,0,1,0,0,1,1,0,0,0,0,0,0,0,0
