ParticpantNo.,No. Resp,vEARscore,VidRating1,VidRating2,VidRating3,VidRating4,VidRating5,VidRating6,VidRating7,VidRating8,VidRating9,VidRating10,VidRating11,VidRating12,VidRating13,VidRating14,VidRating15,VidRating16,VidInPos1,VidInPos2,VidInPos3,VidInPos4,VidInPos5,VidInPos6,VidInPos7,VidInPos8,VidInPos9,VidInPos10,VidInPos11,VidInPos12,VidInPos13,VidInPos14,VidInPos15,VidInPos16
2158274,16,0.5625,0,1,0,0,0,1,0,1,1,0,2,0,1,2,0,0,15,1,7,9,13,6,5,16,4,11,3,14,2,10,12,8
2158288,16,0.4375,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,4,2,8,13,7,5,15,14,10,6,12,16,1
2158290,16,0.375,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,2,9,8,15,6,12,16,4,3,11,13,14,7,10,5,1
2158461,16,0.5625,1,0,0,1,0,0,2,1,1,0,1,0,0,2,0,0,16,13,1,6,12,5,15,8,3,11,14,7,2,10,4,9
2159849,16,0.875,0,1,0,2,1,3,2,1,1,0,1,0,1,0,1,0,13,6,12,16,15,3,14,9,4,1,8,2,5,7,10,11
2160530,16,2.9375,3,5,3,0,0,4,5,2,5,1,4,0,3,4,3,5,1,9,15,11,13,5,2,12,4,14,10,6,7,3,8,16
2161849,16,1.625,1,2,2,0,2,0,1,3,2,1,1,4,0,2,4,1,5,11,7,12,14,1,2,6,10,16,8,3,13,4,15,9
2162617,16,2.4375,3,3,0,5,1,4,0,4,1,5,3,3,1,5,0,1,4,14,11,3,16,12,6,1,7,2,8,5,10,9,15,13
2162621,16,0.625,1,1,0,0,0,0,1,0,1,2,0,1,1,0,1,1,6,16,13,10,4,1,5,8,3,15,11,9,12,14,7,2
2162623,16,1.6875,0,3,0,3,2,1,4,2,3,1,0,4,0,4,0,0,1,6,8,2,5,10,9,16,14,13,7,15,12,3,4,11
2162624,16,2.25,1,1,3,1,2,3,3,4,1,3,2,4,1,4,2,1,10,14,2,1,16,15,6,12,5,4,13,3,11,9,7,8
2162625,16,2.5625,3,2,5,3,3,2,2,0,0,2,5,3,3,0,4,4,1,13,2,7,12,3,4,6,14,10,16,11,5,15,9,8
2162626,16,0.3125,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,14,16,8,2,9,13,6,4,7,5,15,1,10,3,11,12
2162627,16,0.375,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,14,13,5,16,12,4,6,3,15,9,11,7,2,8,1,10
2162628,16,2,2,1,0,3,4,2,3,2,1,2,0,3,2,3,0,4,9,8,15,3,14,10,2,12,11,4,13,7,16,6,5,1
2162629,16,1.8125,3,3,1,3,2,0,2,3,2,0,2,0,3,1,1,3,9,14,5,16,7,13,6,1,4,10,2,11,3,12,15,8
2162630,16,0.125,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,12,2,5,7,14,8,15,16,3,10,4,1,13,6,11
2162633,16,1.6875,3,4,4,3,1,4,1,1,1,0,0,2,1,0,2,0,6,5,10,2,13,1,12,7,8,3,11,15,4,14,9,16
2162634,16,0.375,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,15,1,7,16,13,6,5,3,4,12,14,8,11,10,9,2
2162635,16,0.375,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,7,15,4,3,6,8,10,13,14,9,11,2,16,5,12
2162636,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,12,5,13,1,16,15,6,2,8,9,3,7,14,4
2162637,16,0.8125,2,0,0,2,0,2,3,0,2,0,0,2,0,0,0,0,4,7,15,6,13,10,1,2,5,16,11,3,14,9,8,12
2162639,16,0.1875,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,14,6,9,10,15,4,16,8,11,7,2,12,5,13,3,1
2162640,16,0.125,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,7,1,11,13,14,9,6,8,12,4,16,2,15
2162641,16,0.8125,0,1,3,3,0,0,0,0,0,0,2,0,2,1,0,1,5,1,8,16,4,10,12,13,7,3,9,14,15,2,6,11
2162642,16,0.0625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,3,6,7,9,5,1,14,8,4,12,10,2,15,16,11
2162643,16,1.875,0,1,1,1,3,3,4,1,0,3,2,0,3,3,4,1,11,7,9,8,2,5,12,15,6,4,10,13,16,1,3,14
2162646,16,0.3125,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,14,13,4,7,10,15,1,11,5,2,9,16,12,6,3,8
2162647,16,2.375,2,4,2,2,0,1,3,0,3,4,3,2,1,5,4,2,11,14,2,5,7,8,6,15,4,1,10,16,13,9,3,12
2162648,16,0.125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,14,12,2,10,15,6,16,3,11,9,13,4,7,8
2162649,16,1.875,2,2,4,4,3,1,3,1,0,0,3,1,1,2,2,1,5,2,9,10,3,13,16,4,8,11,14,12,1,15,7,6
2162651,16,1.5,0,2,3,2,2,2,2,0,1,2,0,0,2,1,3,2,5,12,16,8,10,15,2,11,13,9,6,1,3,7,4,14
2162652,16,0.75,0,0,2,0,0,0,3,0,1,0,1,1,0,0,3,1,7,16,13,5,6,4,3,12,1,14,9,2,10,8,15,11
2162653,16,0.875,1,1,1,2,0,1,1,0,1,0,1,0,3,0,0,2,11,13,7,14,8,6,1,5,16,4,15,2,10,9,12,3
2162654,16,0.5625,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,11,8,5,14,2,4,13,15,12,7,10,1,16,9,6,3
2162655,16,1.6875,2,2,3,2,2,2,2,2,0,2,1,2,1,0,2,2,15,11,13,7,16,6,9,4,5,1,8,10,12,2,14,3
2162656,16,0.3125,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,3,4,2,16,14,9,6,1,11,10,15,12,5,13,8,7
2162657,16,1.8125,1,0,3,2,3,1,0,3,3,0,2,1,3,2,2,3,4,10,6,14,3,11,13,5,12,7,15,16,1,8,2,9
2162659,16,0.25,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,16,3,7,6,5,14,10,13,2,8,1,11,12,4,9,15
2162669,16,0.8125,0,0,0,2,3,0,1,0,0,3,0,0,0,1,3,0,2,15,1,9,16,3,6,5,8,4,11,7,14,12,10,13
2162679,16,0.625,0,1,1,2,0,0,0,0,0,3,0,0,2,0,0,1,4,12,16,3,2,14,5,8,7,9,1,11,10,13,6,15
2162698,16,1.375,1,0,3,1,0,4,3,0,3,2,0,4,1,0,0,0,8,2,15,5,12,10,9,6,1,4,7,14,16,3,13,11
2162699,16,1.4375,2,4,4,4,1,0,0,2,2,2,1,1,0,0,0,0,4,10,12,16,15,5,1,3,11,13,2,8,9,6,14,7
2162716,16,0.5,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,2,5,9,14,3,1,10,8,7,16,11,13,12,15,4,6
2162781,16,1.5625,0,3,2,2,0,1,2,0,1,2,2,3,1,3,1,2,9,12,10,7,11,2,13,3,1,8,14,6,4,15,16,5
2162788,16,0.625,1,1,0,1,0,2,0,1,0,0,0,1,1,0,1,1,12,10,11,8,16,5,13,6,14,2,1,3,7,4,15,9
2162952,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,15,6,16,11,13,14,12,10,2,9,4,3,8,1
2163887,16,3.8125,4,5,3,4,4,4,4,3,3,2,4,4,5,4,4,4,3,12,7,9,10,11,1,5,8,2,16,4,14,13,15,6
2163888,16,0.75,1,1,0,2,0,0,1,0,2,0,0,1,3,0,1,0,2,3,14,9,13,11,1,5,8,16,10,12,6,7,4,15
2163889,16,2.5,2,4,1,4,5,4,2,2,1,1,3,3,2,3,1,2,9,7,15,16,3,4,10,2,14,13,1,11,6,12,5,8
2163891,16,0.25,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,16,6,5,12,15,13,11,14,2,9,4,8,7,3,10
2163892,16,2.1875,1,2,0,1,2,4,3,0,0,1,4,5,4,0,5,3,15,13,6,12,10,2,5,14,3,11,7,4,1,9,16,8
2163893,16,1.875,1,1,3,3,3,2,3,2,0,1,1,2,3,1,3,1,6,5,3,13,4,14,12,9,16,8,7,11,15,2,1,10
2163894,16,0.1875,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,13,8,11,1,5,3,10,4,15,14,6,12,16,9
2163895,16,0.875,0,2,1,0,1,1,3,0,1,0,0,0,2,0,3,0,15,12,1,6,5,10,3,13,2,11,7,8,4,9,16,14
2163896,16,2.4375,4,1,5,2,0,3,2,5,3,1,3,1,2,4,1,2,13,11,15,3,7,5,1,14,2,16,9,12,4,6,10,8
2163898,16,0.375,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,14,1,8,2,9,12,4,10,13,5,11,6,16,7,3,15
2163899,16,0.8125,1,1,0,1,3,0,0,1,2,0,0,2,0,0,2,0,1,3,11,10,15,4,7,16,14,13,9,6,12,8,5,2
2163900,16,0.4375,1,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,1,12,8,4,9,6,11,15,5,13,16,10,2,3,7,14
2163901,16,1.1875,0,2,3,3,1,1,0,0,0,3,2,0,3,0,0,1,11,14,15,6,7,4,12,9,3,1,8,2,5,10,16,13
2163902,16,0.4375,0,0,1,0,0,1,2,0,2,0,0,0,0,1,0,0,9,8,3,7,10,11,5,12,4,16,15,14,13,2,6,1
2163903,16,1.4375,3,3,0,2,2,0,3,1,1,3,4,0,0,0,0,1,8,1,15,6,12,5,10,11,9,2,13,4,3,16,14,7
2163905,16,2.5625,2,3,4,3,1,1,1,3,4,2,4,5,0,0,5,3,1,5,2,9,7,15,6,4,13,8,10,14,12,16,3,11
2163906,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,10,8,1,14,4,2,11,5,15,13,16,7,6,3
2163907,16,1.375,0,3,0,2,4,1,3,1,0,0,0,3,0,3,2,0,2,9,6,15,4,10,13,12,11,14,8,16,5,3,1,7
2163908,16,4.3125,5,5,5,4,5,5,1,5,5,4,5,5,5,3,4,3,5,14,2,13,4,11,12,15,3,7,6,9,1,16,10,8
2163911,16,0.0625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,1,12,5,16,7,13,4,2,6,8,11,9,15
2163912,16,2.6875,3,4,1,1,2,3,5,3,2,5,4,3,1,0,5,1,6,9,10,15,8,12,14,5,16,3,4,2,7,11,1,13
2163913,16,1.5,1,1,2,1,3,3,1,2,2,1,2,1,1,0,2,1,2,10,1,13,6,11,7,14,8,4,3,9,15,12,5,16
2163914,16,2.5,3,1,4,4,4,3,1,3,2,3,0,2,4,4,2,0,1,11,4,12,14,3,7,5,6,8,15,9,16,10,2,13
2163915,16,0.125,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,5,12,16,10,4,13,1,11,14,8,9,6,3,2,15
2163916,16,0.1875,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,14,16,4,10,2,5,1,7,15,8,11,13,12,9,3
2163917,16,0.375,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,16,13,3,5,9,2,1,8,10,12,7,15,4,14,6,11
2163918,16,3.5625,4,4,4,4,3,2,4,4,4,3,4,4,4,4,2,3,12,2,14,16,5,15,9,6,4,7,11,1,13,3,8,10
2163919,16,1.3125,0,1,3,0,0,4,2,0,0,4,0,4,0,2,1,0,8,5,4,9,11,3,10,1,7,15,14,6,12,13,2,16
2163921,16,2.25,2,3,0,5,2,5,0,1,5,1,0,4,1,0,4,3,8,4,7,1,9,13,6,2,10,5,12,14,11,15,16,3
2163922,16,0.125,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,14,13,15,11,16,7,12,4,8,5,9,2,6
2163923,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,5,11,13,9,15,1,7,16,14,2,4,8,3,6
2163924,16,1.25,2,2,0,1,3,1,0,3,0,0,1,3,0,3,0,1,10,16,8,2,12,15,1,11,7,3,5,9,13,14,4,6
2163928,16,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,11,7,1,8,4,9,2,3,13,14,5,6,12,10,15,16
2163929,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,12,2,8,15,10,3,11,9,5,4,14,6,16,7
2163930,16,3.375,4,4,4,3,3,4,3,4,2,3,2,3,4,3,4,4,9,2,1,15,16,14,11,4,12,6,8,13,7,10,5,3
2163933,16,1.0625,2,2,0,0,3,2,1,2,0,1,1,0,1,2,0,0,7,10,15,13,14,3,9,2,6,5,16,12,8,4,11,1
2163941,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1,2,12,3,13,16,5,8,15,10,4,6,11,9
2163944,16,2.1875,2,3,3,1,2,1,4,3,2,2,3,2,3,3,0,1,7,16,4,5,2,1,3,13,15,14,9,8,6,11,12,10
2163947,16,0.9375,1,2,1,0,1,1,0,0,0,0,0,1,2,2,1,3,2,14,12,8,6,10,11,4,9,16,15,5,3,13,7,1
2163951,16,0.125,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,16,10,14,4,7,9,2,13,12,15,8,6,11
2163956,16,1.5,2,0,0,0,3,3,4,1,2,0,2,1,3,0,3,0,10,11,5,2,14,8,9,16,3,13,12,7,15,4,6,1
2163957,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,4,7,8,5,3,13,16,14,9,12,1,6,2,15
2163958,16,0.6875,1,2,0,0,1,0,1,0,1,0,1,1,0,1,1,1,9,15,1,14,4,8,2,7,12,5,3,13,11,16,6,10
2164087,16,1.6875,4,4,1,1,3,0,1,3,0,2,2,1,2,0,1,2,9,8,7,4,1,13,16,10,6,3,15,5,11,12,2,14
2164102,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,12,4,9,1,6,16,8,3,15,2,7,11,10,5
2164104,16,0.5,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,7,2,10,8,1,9,15,6,16,13,3,5,4,14,11,12
2164122,16,0.125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,10,7,14,9,5,13,11,8,16,3,6,2,15,12,1
2164179,16,2.0625,2,2,3,2,3,1,1,2,1,3,3,2,1,2,2,3,5,8,11,9,14,10,13,1,2,6,15,3,7,16,12,4
2164226,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,11,5,13,7,3,4,15,14,9,10,12,16,2
2164246,16,1.375,3,0,4,1,1,0,4,1,1,0,0,0,3,0,3,1,7,1,3,4,10,16,9,8,13,11,6,14,12,15,2,5
2164324,16,0.5625,1,1,0,1,0,0,1,0,2,1,0,0,1,0,0,1,4,12,15,9,11,5,8,6,7,3,16,1,14,2,13,10
2164462,16,1.375,1,2,1,1,1,3,1,1,2,0,1,2,1,1,2,2,7,15,11,9,8,14,1,10,3,12,13,5,16,4,6,2
2165926,16,0.875,1,0,0,2,2,1,0,0,0,2,0,0,3,2,0,1,14,13,2,3,10,7,12,11,16,9,4,8,15,6,5,1
2168453,16,0.75,0,0,0,0,0,2,0,2,0,0,0,0,2,0,3,3,8,15,12,2,7,11,13,4,6,3,9,5,10,1,16,14
2171781,16,0.6875,1,2,1,2,1,0,2,0,0,0,0,1,0,0,1,0,4,6,10,13,8,2,1,5,11,7,14,3,12,15,9,16
2174424,16,0.6875,1,0,0,1,0,2,0,0,1,0,0,1,0,0,3,2,16,14,8,10,5,3,15,12,4,2,6,7,13,11,9,1
2176308,16,0.625,0,1,0,2,2,3,0,0,0,0,0,1,0,0,1,0,11,7,5,8,9,6,14,15,2,12,16,1,13,4,10,3
2210350,16,0.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,6,10,1,15,11,5,4,12,16,13,9,7,14,8
2216723,16,3.25,3,3,3,4,3,4,4,4,2,3,4,2,4,3,2,4,14,9,12,3,15,8,1,2,5,7,11,4,6,13,16,10
2234151,16,0.75,0,0,0,0,1,2,0,2,0,2,0,0,0,1,1,3,5,4,11,7,1,15,13,3,12,6,8,2,10,16,14,9
2275886,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,7,5,11,13,4,9,14,1,16,15,8,6,12,3
2297070,16,0.625,0,0,3,2,2,0,0,3,0,0,0,0,0,0,0,0,11,15,5,7,6,13,16,3,4,2,1,14,12,9,8,10
2297236,16,2.1875,3,2,3,0,3,3,3,4,3,3,0,0,0,3,2,3,14,13,11,10,8,12,4,9,5,15,3,7,1,16,2,6
2298033,16,1.75,3,3,4,2,1,0,2,0,0,4,2,1,2,1,0,3,12,10,1,15,16,6,4,5,13,3,7,8,9,14,2,11
2298340,16,0.0625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,12,8,6,5,13,14,1,11,3,16,2,10,4,15,7
2299537,16,0.125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,12,15,16,5,9,11,13,1,7,2,8,3,14
2302737,16,1.75,2,3,3,3,4,1,1,1,0,1,1,4,0,0,2,2,15,16,2,1,10,12,6,13,3,11,5,4,7,14,8,9
2303948,16,2.75,4,4,3,3,4,2,3,4,2,0,3,3,3,2,0,4,2,1,15,13,16,4,9,3,10,6,8,14,5,11,7,12
2312525,16,0.375,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,6,12,3,5,16,15,14,9,4,13,11,10,1,8,2,7
2458516,16,2.3125,0,4,0,1,0,4,3,3,0,0,5,1,4,4,4,4,13,8,9,6,10,2,1,11,5,15,12,7,14,3,16,4
2479073,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,15,14,11,2,10,3,8,13,16,9,12,6,4,1
2488055,16,2.5,3,0,2,5,3,5,4,3,1,3,4,4,0,0,3,0,5,7,4,3,15,14,2,9,10,13,11,6,16,8,1,12
2553313,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,6,1,7,9,8,2,10,12,5,4,3,14,13,16
2561128,16,3.125,4,4,4,4,2,3,4,1,3,4,2,4,3,3,4,1,14,1,6,12,10,5,7,15,13,9,4,3,8,11,16,2
2580217,16,0.25,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,7,16,5,2,3,11,1,14,10,6,4,12,13,9,8
2582071,16,3.25,3,5,4,4,2,2,4,4,1,4,2,3,4,3,4,3,7,3,2,5,6,14,1,10,13,12,16,15,11,8,4,9
2582361,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,5,8,15,7,4,16,1,9,13,11,10,14,3,6
2585076,16,0.375,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,10,13,6,9,1,2,16,11,15,3,12,5,14,7,8,4
2602827,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612406,16,0.625,0,0,1,4,2,0,1,0,0,0,0,1,0,0,1,0,4,8,14,9,16,5,1,15,11,13,2,10,12,7,6,3
2615047,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,10,8,2,16,13,7,11,15,12,6,9,5,3,4
2616262,16,0.3125,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,16,6,5,3,1,12,14,2,11,4,15,10,13,8,7,9
2619142,16,0.0625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,9,15,16,12,2,4,14,11,13,8,5,6,7,10
2619449,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,16,9,13,2,4,5,14,11,10,6,8,15,1
2619693,16,0.125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,8,16,5,13,1,11,7,10,6,4,14,12,2,3
2620448,16,2,0,3,1,1,2,1,3,4,2,1,3,1,3,1,3,3,15,10,6,13,5,7,3,9,2,4,16,8,11,12,14,1
2621068,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,4,7,14,9,16,10,11,6,8,1,13,15,2,3
